Lough,RepresentativeMonitoringPoints,ShellfishSpecies,DateOfSampling,DSPAlgae,ASPAlgae,PSPAlgae,Status,Comments
Carlingford,C11 - AFFNI84,Oysters,2020-07-15,No harmful species,180,No harmful species,Open,
Carlingford,C11 - AFFNI84,Oysters,2020-07-27,40,2100,20,Open,
Carlingford,C11 - AFFNI84,Oysters,2020-08-10,20,980,No harmful species,Open,
Carlingford,C11 - AFFNI84,Oysters,2020-09-01,No harmful species,580,No harmful species,Open,
Carlingford,C11 - AFFNI84,Oysters,2020-09-14,No harmful species,2900,No harmful species,Open,
Carlingford,C3 - AFFNI94,Mussels,2020-01-06,No harmful species,No harmful species,No harmful species,Open,
Carlingford,C3 - AFFNI94,Mussels,2020-01-20,No harmful species,No harmful species,No harmful species,Open,
Carlingford,C3 - AFFNI94,Mussels,2020-02-03,No harmful species,No harmful species,No harmful species,Open,
Carlingford,C3 - AFFNI94,Mussels,2020-02-17,No harmful species,No harmful species,No harmful species,Open,
Carlingford,C3 - AFFNI94,Mussels,2020-03-02,No harmful species,No harmful species,No harmful species,Open,
Carlingford,C3 - AFFNI94,Mussels,2020-03-15,No harmful species,No harmful species,No harmful species,Open,
Carlingford,C3 - AFFNI94,Mussels,2020-03-31,,,,Open,"Due to the COVID-19 virus outbreak, sampling has been suspended until further notice. "
Carlingford,C3 - AFFNI94,Mussels,2020-04-16,,,,Open,"Due to the COVID-19 virus outbreak, sampling has been suspended until further notice. "
Carlingford,C3 - AFFNI94,Mussels,2020-04-28,,,,Open,"Due to the COVID-19 virus outbreak, sampling has been suspended until further notice. "
Carlingford,C3 - AFFNI94,Mussels,2020-05-12,,,,Open,"Due to the COVID-19 virus outbreak, sampling has been suspended until further notice. "
Carlingford,C3 - AFFNI94,Mussels,2020-05-27,,,,Open,"Due to the COVID-19 virus outbreak, sampling has been suspended until further notice. "
Carlingford,C3 - AFFNI94,Mussels,2020-06-09,,,,Open,"Due to the COVID-19 virus outbreak, sampling has been suspended until further notice. "
Carlingford,C3 - AFFNI94,Mussels,2020-06-23,,,,Open,"Due to the COVID-19 virus outbreak, sampling has been suspended until further notice. "
Carlingford,C3 - AFFNI94,Mussels,2020-06-30,,,,Open,"Due to the COVID-19 virus outbreak, sampling has been suspended until further notice. "
Carlingford,C3 - AFFNI94,Mussels,2020-07-15,,,,Open,"Due to the COVID-19 virus outbreak, sampling has been suspended until further notice. "
Carlingford,C3 - AFFNI94,Mussels,2020-07-28,,,,Open,"Due to the COVID-19 virus outbreak, sampling has been suspended until further notice. "
Carlingford,C3 - AFFNI94,Mussels,2020-08-10,,,,Open,"Due to the COVID-19 virus outbreak, sampling has been suspended until further notice. "
Carlingford,C3 - AFFNI94,Mussels,2020-09-01,,,,Open,"Due to the COVID-19 virus outbreak, sampling has been suspended until further notice. "
Carlingford,C4 - AFFNI68,Mussels,2020-01-06,No harmful species,No harmful species,No harmful species,Open,
Carlingford,C4 - AFFNI68,Mussels,2020-01-20,No harmful species,No harmful species,No harmful species,Open,
Carlingford,C4 - AFFNI68,Mussels,2020-02-03,No harmful species,No harmful species,No harmful species,Open,
Carlingford,C4 - AFFNI68,Mussels,2020-02-17,No harmful species,No harmful species,No harmful species,Open,
Carlingford,C4 - AFFNI68,Mussels,2020-03-02,No harmful species,No harmful species,No harmful species,Open,
Carlingford,C4 - AFFNI68,Mussels,2020-03-15,No harmful species,No harmful species,No harmful species,Open,
Carlingford,C4 - AFFNI68,Mussels,2020-03-31,,,,Open,"Due to the COVID-19 virus outbreak, sampling has been suspended until further notice. "
Carlingford,C4 - AFFNI68,Mussels,2020-04-16,,,,Open,"Due to the COVID-19 virus outbreak, sampling has been suspended until further notice. "
Carlingford,C4 - AFFNI68,Mussels,2020-04-28,,,,Open,"Due to the COVID-19 virus outbreak, sampling has been suspended until further notice. "
Carlingford,C4 - AFFNI68,Mussels,2020-05-12,,,,Open,"Due to the COVID-19 virus outbreak, sampling has been suspended until further notice. "
Carlingford,C4 - AFFNI68,Mussels,2020-05-27,,,,Open,"Due to the COVID-19 virus outbreak, sampling has been suspended until further notice. "
Carlingford,C4 - AFFNI68,Mussels,2020-06-09,,,,Open,"Due to the COVID-19 virus outbreak, sampling has been suspended until further notice. "
Carlingford,C4 - AFFNI68,Mussels,2020-06-23,,,,Open,"Due to the COVID-19 virus outbreak, sampling has been suspended until further notice. "
Carlingford,C4 - AFFNI68,Mussels,2020-06-30,,,,Open,"Due to the COVID-19 virus outbreak, sampling has been suspended until further notice. "
Carlingford,C4 - AFFNI68,Mussels,2020-07-15,,,,Open,"Due to the COVID-19 virus outbreak, sampling has been suspended until further notice. "
Carlingford,C4 - AFFNI68,Mussels,2020-07-28,,,,Open,"Due to the COVID-19 virus outbreak, sampling has been suspended until further notice. "
Carlingford,C4 - AFFNI68,Mussels,2020-08-10,,,,Open,"Due to the COVID-19 virus outbreak, sampling has been suspended until further notice. "
Carlingford,C4 - AFFNI68,Mussels,2020-09-01,,,,Open,"Due to the COVID-19 virus outbreak, sampling has been suspended until further notice. "
Carlingford,Narrow Water - Wild Fishery             ,Oysters,2020-01-06,No harmful species,No harmful species,No harmful species,Open,
Carlingford,Narrow Water - Wild Fishery             ,Oysters,2020-01-20,No harmful species,No harmful species,No harmful species,Open,
Carlingford,Narrow Water - Wild Fishery             ,Oysters,2020-02-03,No harmful species,80,No harmful species,Open,
Carlingford,Narrow Water - Wild Fishery             ,Oysters,2020-02-17,No harmful species,No harmful species,No harmful species,Open,
Carlingford,Narrow Water - Wild Fishery             ,Oysters,2020-03-02,No harmful species,No harmful species,No harmful species,Open,
Carlingford,Narrow Water - Wild Fishery             ,Oysters,2020-03-15,No harmful species,No harmful species,No harmful species,Open,
Carlingford,Narrow Water - Wild Fishery             ,Oysters,2020-03-31,No harmful species,760,No harmful species,Open,
Carlingford,Narrow Water - Wild Fishery             ,Oysters,2020-04-15,No harmful species,No harmful species,No harmful species,Open,
Carlingford,Narrow Water - Wild Fishery             ,Oysters,2020-04-27,No harmful species,160,No harmful species,Open,
Carlingford,Narrow Water - Wild Fishery             ,Oysters,2020-05-11,No harmful species,No harmful species,No harmful species,Open,
Carlingford,Narrow Water - Wild Fishery             ,Oysters,2020-05-27,No harmful species,No harmful species,No harmful species,Open,
Carlingford,Narrow Water - Wild Fishery             ,Oysters,2020-06-09,No harmful species,No harmful species,No harmful species,Open,
Carlingford,Narrow Water - Wild Fishery             ,Oysters,2020-06-23,No harmful species,No harmful species,No harmful species,Open,
Carlingford,Narrow Water - Wild Fishery             ,Oysters,2020-06-30,No harmful species,540,No harmful species,Open,
Carlingford,Narrow Water - Wild Fishery             ,Oysters,2020-07-15,20,1340,No harmful species,Open,
Carlingford,Narrow Water - Wild Fishery             ,Oysters,2020-07-27,No harmful species,2660,No harmful species,Open,
Carlingford,Narrow Water - Wild Fishery             ,Oysters,2020-08-10,140,540,No harmful species,Open,Investigatory email issued 12/08/2020 as D.acuminata (DSP) was present above trigger levels. 
Carlingford,Narrow Water - Wild Fishery             ,Oysters,2020-09-01,No harmful species,240,No harmful species,Open,
Carlingford,Narrow Water - Wild Fishery             ,Oysters,2020-09-14,No harmful species,40,No harmful species,Open,
Carlingford,C1 - AFFNI27,Mussels,2020-01-06,No harmful species,No harmful species,No harmful species,Open,
Carlingford,C1 - AFFNI27,Mussels,2020-01-20,No harmful species,No harmful species,No harmful species,Open,
Carlingford,C1 - AFFNI27,Mussels,2020-02-03,No harmful species,No harmful species,No harmful species,Open,
Carlingford,C1 - AFFNI27,Mussels,2020-02-17,No harmful species,No harmful species,No harmful species,Open,
Carlingford,C1 - AFFNI27,Mussels,2020-03-02,No harmful species,No harmful species,No harmful species,Open,
Carlingford,C1 - AFFNI27,Mussels,2020-03-15,No harmful species,No harmful species,No harmful species,Open,
Carlingford,C1 - AFFNI27,Mussels,2020-03-31,,,,Open,"Due to the COVID-19 virus outbreak, sampling has been suspended until further notice. "
Carlingford,C1 - AFFNI27,Mussels,2020-04-16,,,,Open,"Due to the COVID-19 virus outbreak, sampling has been suspended until further notice. "
Carlingford,C1 - AFFNI27,Mussels,2020-04-28,,,,Open,"Due to the COVID-19 virus outbreak, sampling has been suspended until further notice. "
Carlingford,C1 - AFFNI27,Mussels,2020-05-12,,,,Open,"Due to the COVID-19 virus outbreak, sampling has been suspended until further notice. "
Carlingford,C1 - AFFNI27,Mussels,2020-05-27,,,,Open,"Due to the COVID-19 virus outbreak, sampling has been suspended until further notice. "
Carlingford,C1 - AFFNI27,Mussels,2020-06-09,,,,Open,"Due to the COVID-19 virus outbreak, sampling has been suspended until further notice. "
Carlingford,C1 - AFFNI27,Mussels,2020-06-23,,,,Open,"Due to the COVID-19 virus outbreak, sampling has been suspended until further notice. "
Carlingford,C1 - AFFNI27,Mussels,2020-06-30,,,,Open,"Due to the COVID-19 virus outbreak, sampling has been suspended until further notice. "
Carlingford,C1 - AFFNI27,Mussels,2020-07-15,,,,Open,"Due to the COVID-19 virus outbreak, sampling has been suspended until further notice. "
Carlingford,C1 - AFFNI27,Mussels,2020-07-28,,,,Open,"Due to the COVID-19 virus outbreak, sampling has been suspended until further notice. "
Carlingford,C1 - AFFNI27,Mussels,2020-08-10,,,,Open,"Due to the COVID-19 virus outbreak, sampling has been suspended until further notice. "
Dundrum Bay,Inner North - DB1 - AFFNI95A,Oysters,2020-01-13,No harmful species,No harmful species,No harmful species,OPEN,
Dundrum Bay,Inner North - DB1 - AFFNI95A,Oysters,2020-01-27,No harmful species,No harmful species,No harmful species,OPEN,
Dundrum Bay,Inner North - DB1 - AFFNI95A,Oysters,2020-02-10,No harmful species,No harmful species,No harmful species,OPEN,
Dundrum Bay,Inner North - DB1 - AFFNI95A,Oysters,2020-02-24,No harmful species,No harmful species,No harmful species,OPEN,
Dundrum Bay,Inner North - DB1 - AFFNI95A,Oysters,2020-03-09,No harmful species,No harmful species,No harmful species,OPEN,
Dundrum Bay,Inner North - DB1 - AFFNI95A,Oysters,2020-03-23,No harmful species,No harmful species,No harmful species,OPEN,
Dundrum Bay,Inner North - DB1 - AFFNI95A,Oysters,2020-04-07,,,,OPEN,"Due to the COVID-19 virus outbreak, sampling has been suspended until further notice. "
Dundrum Bay,Inner North - DB1 - AFFNI95A,Oysters,2020-04-20,No harmful species,No harmful species,No harmful species,OPEN,
Dundrum Bay,Inner North - DB1 - AFFNI95A,Oysters,2020-05-11,No harmful species,No harmful species,No harmful species,OPEN,
Dundrum Bay,Inner North - DB1 - AFFNI95A,Oysters,2020-05-26,No harmful species,No harmful species,No harmful species,OPEN,
Dundrum Bay,Inner North - DB1 - AFFNI95A,Oysters,2020-06-08,No harmful species,No harmful species,No harmful species,OPEN,
Dundrum Bay,Inner North - DB1 - AFFNI95A,Oysters,2020-06-22,20,4200,No harmful species,OPEN,
Dundrum Bay,Inner North - DB1 - AFFNI95A,Oysters,2020-07-06,No harmful species,No harmful species,No harmful species,OPEN,
Dundrum Bay,Inner North - DB1 - AFFNI95A,Oysters,2020-07-20,No harmful species,940,No harmful species,OPEN,
Dundrum Bay,Inner North - DB1 - AFFNI95A,Oysters,2020-08-03,No harmful species,8560,No harmful species,OPEN,
Dundrum Bay,Inner North - DB1 - AFFNI95A,Oysters,2020-08-17,No harmful species,6820,No harmful species,OPEN,
Dundrum Bay,Inner North - DB1 - AFFNI95A,Oysters,2020-09-02,No harmful species,600,No harmful species,OPEN,
Dundrum Bay,Inner North - DB1 - AFFNI95A,Oysters,2020-09-14,No harmful species,1140,No harmful species,OPEN,
Dundrum Bay,Inner South - DB2 - AFFNI95B,Mussels,,,,,OPEN,
