Lough,RepresentativeMonitoringPoints,ShellfishSpecies,DateOfSampling,DSPAlgae,ASPAlgae,PSPAlgae,Status,Comments
Belfast,B20 - AFFNI53,Mussels,,,,,Open,
Belfast,B20 - AFFNI53,Mussels,,,,,Open,
Belfast,B20 - AFFNI53,Mussels,,,,,Open,
Belfast,B20 - AFFNI53,Mussels,,,,,Open,
Belfast,B20 - AFFNI53,Mussels,,,,,Open,
Belfast,B20 - AFFNI53,Mussels,,,,,Open,
Belfast,B20 - AFFNI53,Mussels,,,,,Open,
Belfast,B20 - AFFNI53,Mussels,,,,,Open,
Belfast,B20 - AFFNI53,Mussels,,,,,Open,
Belfast,B20 - AFFNI53,Mussels,,,,,Open,
Belfast,B20 - AFFNI53,Mussels,,,,,Open,
Belfast,B20 - AFFNI53,Mussels,,,,,Open,
Belfast,B20 - AFFNI53,Mussels,,,,,Open,
Belfast,B20 - AFFNI53,Mussels,,,,,Open,
Belfast,B20 - AFFNI53,Mussels,,,,,Open,
Belfast,B20 - AFFNI53,Mussels,,,,,Open,
Belfast,B20 - AFFNI53,Mussels,,,,,Open,
Belfast,B20 - AFFNI53,Mussels,,,,,Open,
Belfast,B20 - AFFNI53,Mussels,,,,,Open,
Belfast,B20 - AFFNI53,Mussels,,,,,Open,
Belfast,B20 - AFFNI53,Mussels,,,,,Open,
Belfast,B20 - AFFNI53,Mussels,,,,,Open,
Belfast,B20 - AFFNI53,Mussels,,,,,Open,
Carlingford,C7 - AFFNI73,Oysters,2020-01-06,No harmful species,No harmful species,No harmful species,Open,
Carlingford,C7 - AFFNI73,Oysters,2020-01-20,No harmful species,No harmful species,No harmful species,Open,
Carlingford,C7 - AFFNI73,Oysters,2020-02-03,No harmful species,No harmful species,No harmful species,Open,
Carlingford,C7 - AFFNI73,Oysters,2020-02-17,No harmful species,No harmful species,No harmful species,Open,
Carlingford,C7 - AFFNI73,Oysters,2020-03-02,No harmful species,No harmful species,No harmful species,Open,
Carlingford,C7 - AFFNI73,Oysters,2020-03-15,No harmful species,No harmful species,No harmful species,Open,
Carlingford,C7 - AFFNI73,Oysters,2020-03-31,No harmful species,No harmful species,No harmful species,Open,
Carlingford,C7 - AFFNI73,Oysters,2020-04-27,No harmful species,No harmful species,No harmful species,Open,
Carlingford,C7 - AFFNI73,Oysters,2020-05-11,No harmful species,No harmful species,No harmful species,Open,
Carlingford,C7 - AFFNI73,Oysters,,,,,Open,
Carlingford,C7 - AFFNI73,Oysters,,,,,Open,
Carlingford,C7 - AFFNI73,Oysters,,,,,Open,
Carlingford,C7 - AFFNI73,Oysters,,,,,Open,
Carlingford,C7 - AFFNI73,Oysters,,,,,Open,
Carlingford,C7 - AFFNI73,Oysters,,,,,Open,
Carlingford,C7 - AFFNI73,Oysters,,,,,Open,
Carlingford,C7 - AFFNI73,Oysters,,,,,Open,
Carlingford,C7 - AFFNI73,Oysters,,,,,Open,
Carlingford,C7 - AFFNI73,Oysters,,,,,Open,
Carlingford,C7 - AFFNI73,Oysters,,,,,Open,
Carlingford,C7 - AFFNI73,Oysters,,,,,Open,
Carlingford,C7 - AFFNI73,Oysters,,,,,Open,
Carlingford,C7 - AFFNI73,Oysters,,,,,Open,
Carlingford,C7 - AFFNI73,Oysters,,,,,Open,
Carlingford,C7 - AFFNI73,Oysters,,,,,Open,
Carlingford,C7 - AFFNI73,Oysters,,,,,Open,
Carlingford,C7 - AFFNI73,Oysters,,,,,Open,
Carlingford,C7 - AFFNI73,Oysters,,,,,Open,
Carlingford,C7 - AFFNI73,Oysters,,,,,Open,
Carlingford,C7 - AFFNI73,Oysters,,,,,Open,
Carlingford,C7 - AFFNI73,Oysters,,,,,Open,
Carlingford,C7 - AFFNI73,Oysters,,,,,Open,
Carlingford,C7 - AFFNI73,Oysters,,,,,Open,
Carlingford,C9 - AFFNI39 (Represents C15 and C17),Oysters,2020-01-06,No harmful species,No harmful species,No harmful species,Open,
Carlingford,C9 - AFFNI39 (Represents C15 and C17),Oysters,2020-01-20,No harmful species,No harmful species,No harmful species,Open,
Carlingford,C9 - AFFNI39 (Represents C15 and C17),Oysters,2020-02-03,No harmful species,No harmful species,No harmful species,Open,
Carlingford,C9 - AFFNI39 (Represents C15 and C17),Oysters,2020-02-17,No harmful species,No harmful species,No harmful species,Open,
Carlingford,C9 - AFFNI39 (Represents C15 and C17),Oysters,2020-03-02,No harmful species,No harmful species,No harmful species,Open,
Carlingford,C9 - AFFNI39 (Represents C15 and C17),Oysters,1930-03-15,No harmful species,No harmful species,No harmful species,Open,
Carlingford,C9 - AFFNI39 (Represents C15 and C17),Oysters,2020-03-31,No harmful species,No harmful species,No harmful species,Open,
Carlingford,C9 - AFFNI39 (Represents C15 and C17),Oysters,2020-04-15,No harmful species,No harmful species,No harmful species,Open,
Carlingford,C9 - AFFNI39 (Represents C15 and C17),Oysters,2020-04-27,20,No harmful species,No harmful species,Open,
Carlingford,C9 - AFFNI39 (Represents C15 and C17),Oysters,2020-05-11,No harmful species,80,No harmful species,Open,
Carlingford,C9 - AFFNI39 (Represents C15 and C17),Oysters,,,,,Open,
Carlingford,C9 - AFFNI39 (Represents C15 and C17),Oysters,,,,,Open,
Carlingford,C9 - AFFNI39 (Represents C15 and C17),Oysters,,,,,Open,
Carlingford,C9 - AFFNI39 (Represents C15 and C17),Oysters,,,,,Open,
Carlingford,C9 - AFFNI39 (Represents C15 and C17),Oysters,,,,,Open,
Carlingford,C9 - AFFNI39 (Represents C15 and C17),Oysters,,,,,Open,
Carlingford,C9 - AFFNI39 (Represents C15 and C17),Oysters,,,,,Open,
Carlingford,C9 - AFFNI39 (Represents C15 and C17),Oysters,,,,,Open,
Carlingford,C9 - AFFNI39 (Represents C15 and C17),Oysters,,,,,Open,
Carlingford,C9 - AFFNI39 (Represents C15 and C17),Oysters,,,,,Open,
Carlingford,C9 - AFFNI39 (Represents C15 and C17),Oysters,,,,,Open,
Carlingford,C9 - AFFNI39 (Represents C15 and C17),Oysters,,,,,Open,
Carlingford,C9 - AFFNI39 (Represents C15 and C17),Oysters,,,,,Open,
Carlingford,C9 - AFFNI39 (Represents C15 and C17),Oysters,,,,,Open,
Carlingford,C9 - AFFNI39 (Represents C15 and C17),Oysters,,,,,Open,
Carlingford,C9 - AFFNI39 (Represents C15 and C17),Oysters,,,,,Open,
Carlingford,C9 - AFFNI39 (Represents C15 and C17),Oysters,,,,,Open,
Carlingford,C9 - AFFNI39 (Represents C15 and C17),Oysters,,,,,Open,
Carlingford,C9 - AFFNI39 (Represents C15 and C17),Oysters,,,,,Open,
Carlingford,C9 - AFFNI39 (Represents C15 and C17),Oysters,,,,,Open,
Carlingford,C9 - AFFNI39 (Represents C15 and C17),Oysters,,,,,Open,
Carlingford,C9 - AFFNI39 (Represents C15 and C17),Oysters,,,,,Open,
Carlingford,C9 - AFFNI39 (Represents C15 and C17),Oysters,,,,,Open,
Carlingford,C11 - AFFNI84,Oysters,2020-01-06,No harmful species,No harmful species,No harmful species,Open,
Carlingford,C11 - AFFNI84,Oysters,2020-01-20,No harmful species,No harmful species,No harmful species,Open,
Carlingford,C11 - AFFNI84,Oysters,2020-02-03,No harmful species,No harmful species,No harmful species,Open,
Carlingford,C11 - AFFNI84,Oysters,2020-02-17,No harmful species,No harmful species,No harmful species,Open,
Carlingford,C11 - AFFNI84,Oysters,2020-03-02,No harmful species,No harmful species,No harmful species,Open,
Carlingford,C11 - AFFNI84,Oysters,2020-03-15,No harmful species,No harmful species,No harmful species,Open,
Carlingford,C11 - AFFNI84,Oysters,2020-03-31,No harmful species,180,No harmful species,Open,
Carlingford,C11 - AFFNI84,Oysters,2020-04-15,No harmful species,No harmful species,No harmful species,Open,
Carlingford,C11 - AFFNI84,Oysters,2020-04-27,No harmful species,80,No harmful species,Open,
Carlingford,C11 - AFFNI84,Oysters,2020-05-11,40,No harmful species,No harmful species,Open,
Carlingford,C11 - AFFNI84,Oysters,,,,,Open,
Carlingford,C11 - AFFNI84,Oysters,,,,,Open,
Carlingford,C11 - AFFNI84,Oysters,,,,,Open,
Carlingford,C11 - AFFNI84,Oysters,,,,,Open,
Carlingford,C11 - AFFNI84,Oysters,,,,,Open,
Carlingford,C11 - AFFNI84,Oysters,,,,,Open,
Carlingford,C11 - AFFNI84,Oysters,,,,,Open,
Carlingford,C11 - AFFNI84,Oysters,,,,,Open,
Carlingford,C11 - AFFNI84,Oysters,,,,,Open,
Carlingford,C11 - AFFNI84,Oysters,,,,,Open,
Carlingford,C11 - AFFNI84,Oysters,,,,,Open,
Carlingford,C11 - AFFNI84,Oysters,,,,,Open,
Carlingford,C11 - AFFNI84,Oysters,,,,,Open,
Carlingford,C11 - AFFNI84,Oysters,,,,,Open,
Carlingford,C11 - AFFNI84,Oysters,,,,,Open,
Carlingford,C11 - AFFNI84,Oysters,,,,,Open,
Carlingford,C11 - AFFNI84,Oysters,,,,,Open,
Carlingford,C11 - AFFNI84,Oysters,,,,,Open,
Carlingford,C11 - AFFNI84,Oysters,,,,,Open,
Carlingford,C11 - AFFNI84,Oysters,,,,,Open,
Carlingford,C11 - AFFNI84,Oysters,,,,,Open,
Carlingford,C11 - AFFNI84,Oysters,,,,,Open,
Carlingford,C11 - AFFNI84,Oysters,,,,,Open,
Carlingford,C3 - AFFNI94,Mussels,2020-01-06,No harmful species,No harmful species,No harmful species,Open,
Carlingford,C3 - AFFNI94,Mussels,2020-01-20,No harmful species,No harmful species,No harmful species,Open,
Carlingford,C3 - AFFNI94,Mussels,2020-02-03,No harmful species,No harmful species,No harmful species,Open,
Carlingford,C3 - AFFNI94,Mussels,2020-02-17,No harmful species,No harmful species,No harmful species,Open,
Carlingford,C3 - AFFNI94,Mussels,2020-03-02,No harmful species,No harmful species,No harmful species,Open,
Carlingford,C3 - AFFNI94,Mussels,2020-03-15,No harmful species,No harmful species,No harmful species,Open,
Carlingford,C3 - AFFNI94,Mussels,,,,,Open,
Carlingford,C3 - AFFNI94,Mussels,,,,,Open,
Carlingford,C3 - AFFNI94,Mussels,,,,,Open,
Carlingford,C3 - AFFNI94,Mussels,,,,,Open,
Carlingford,C3 - AFFNI94,Mussels,,,,,Open,
Carlingford,C3 - AFFNI94,Mussels,,,,,Open,
Carlingford,C3 - AFFNI94,Mussels,,,,,Open,
Carlingford,C3 - AFFNI94,Mussels,,,,,Open,
Carlingford,C3 - AFFNI94,Mussels,,,,,Open,
Carlingford,C3 - AFFNI94,Mussels,,,,,Open,
Carlingford,C3 - AFFNI94,Mussels,,,,,Open,
Carlingford,C3 - AFFNI94,Mussels,,,,,Open,
Carlingford,C3 - AFFNI94,Mussels,,,,,Open,
Carlingford,C3 - AFFNI94,Mussels,,,,,Open,
Carlingford,C3 - AFFNI94,Mussels,,,,,Open,
Carlingford,C3 - AFFNI94,Mussels,,,,,Open,
Carlingford,C3 - AFFNI94,Mussels,,,,,Open,
Carlingford,C3 - AFFNI94,Mussels,,,,,Open,
Carlingford,C3 - AFFNI94,Mussels,,,,,Open,
Carlingford,C3 - AFFNI94,Mussels,,,,,Open,
Carlingford,C3 - AFFNI94,Mussels,,,,,Open,
Carlingford,C3 - AFFNI94,Mussels,,,,,Open,
Carlingford,C3 - AFFNI94,Mussels,,,,,Open,
Carlingford,C3 - AFFNI94,Mussels,,,,,Open,
Carlingford,C3 - AFFNI94,Mussels,,,,,Open,
Carlingford,C3 - AFFNI94,Mussels,,,,,Open,
Carlingford,C3 - AFFNI94,Mussels,,,,,Open,
Carlingford,C4 - AFFNI68,Mussels,2020-01-06,No harmful species,No harmful species,No harmful species,Open,
